pm2.5,pm10,so2,no2,co,dewp,wspm,label
53.0,86.0,2.0,15.0,300.0,9.1,2.7,2.0
63.0,113.0,2.0,14.0,200.0,8.5,4.4,3.0
41.0,77.0,2.0,14.0,300.0,8.4,2.1,2.0
55.0,113.0,2.0,19.0,300.0,8.6,1.1,2.0
51.0,82.0,2.0,30.0,400.0,7.4,2.6,2.0
57.0,97.0,2.0,32.0,400.0,6.9,2.3,3.0
51.0,86.0,2.0,28.0,300.0,6.4,1.7,2.0
39.0,73.0,2.0,25.0,300.0,8.2,0.9,2.0
49.0,91.0,2.0,41.0,400.0,8.7,0.1,2.0
45.0,70.0,2.0,37.0,300.0,8.3,0.3,2.0
38.0,77.0,2.0,42.0,300.0,8.0,0.6,2.0
37.0,71.0,2.0,34.0,500.0,7.4,1.0,2.0
32.0,60.0,2.0,30.0,400.0,5.9,2.0,1.0
26.0,26.0,2.0,34.0,400.0,2.4,2.8,1.0
12.0,18.0,2.0,33.0,400.0,0.0,2.6,1.0
17.0,54.0,3.0,36.0,700.0,-0.5,3.0,1.0
19.0,76.0,4.0,26.0,400.0,-1.0,3.1,1.0
15.0,22.0,2.0,18.0,300.0,-1.2,3.7,1.0
17.0,23.0,2.0,18.0,300.0,-2.0,4.0,1.0
9.0,9.0,2.0,15.0,200.0,-4.6,5.6,0.0
24.0,24.0,2.0,14.0,200.0,-6.5,6.0,1.0
15.0,33.0,2.0,14.0,200.0,-7.9,5.7,1.0
3.0,41.0,2.0,14.0,200.0,-11.2,4.8,1.0
17.0,85.0,2.0,15.0,200.0,-11.1,5.7,1.0
15.0,88.0,2.0,15.0,200.0,-10.8,5.7,1.0
15.0,87.0,2.0,17.0,200.0,-10.8,4.8,1.0
12.0,85.0,2.0,20.0,200.0,-9.7,3.8,1.0
20.0,61.0,2.0,23.0,200.0,-9.2,2.6,1.0
14.0,57.0,2.0,27.0,300.0,-7.6,2.3,1.0
11.0,51.0,2.0,35.0,300.0,-6.9,1.3,1.0
11.0,53.0,2.0,52.0,300.0,-4.3,1.2,1.0
16.0,87.0,2.0,72.0,600.0,0.0,0.7,1.0
23.0,85.0,2.0,81.0,800.0,0.8,0.9,1.0
36.0,89.0,2.0,76.0,900.0,1.1,1.0,2.0
28.0,64.0,2.0,70.0,900.0,1.3,0.8,1.0
37.0,37.0,2.0,78.0,700.0,1.6,0.8,2.0
16.0,71.0,2.0,76.0,400.0,0.6,0.9,1.0
30.0,35.0,2.0,71.0,500.0,1.0,0.9,1.0
10.0,20.0,3.0,74.0,400.0,2.1,0.4,1.0
3.0,56.0,4.0,63.0,400.0,1.0,1.6,1.0
20.0,89.0,5.0,56.0,500.0,-0.5,1.7,1.0
31.0,68.0,6.0,56.0,700.0,0.7,1.3,1.0
16.0,43.0,4.0,47.0,500.0,-1.7,0.9,1.0
17.0,35.0,4.0,49.0,500.0,-3.3,2.1,1.0
28.0,28.0,4.0,48.0,500.0,-5.2,2.6,1.0
21.0,27.0,2.0,33.0,300.0,-4.7,2.9,1.0
11.0,48.0,3.0,28.0,300.0,-3.2,2.4,1.0
26.0,39.0,4.0,26.0,300.0,-3.3,1.9,1.0
17.0,43.0,5.0,28.0,500.0,-3.6,2.9,1.0
17.0,53.0,6.0,29.0,400.0,-1.8,1.5,1.0
27.0,61.0,7.0,29.0,500.0,-1.2,1.1,1.0
39.0,74.0,7.0,44.0,900.0,1.6,3.0,2.0
33.0,81.0,10.0,58.0,800.0,-1.9,2.0,1.0
36.0,52.0,7.0,68.0,800.0,-3.2,1.0,2.0
28.0,28.0,6.0,72.0,700.0,0.1,0.7,1.0
34.0,77.0,9.0,94.0,1100.0,1.6,1.3,1.0
33.0,63.0,9.0,89.0,1000.0,2.4,1.3,1.0
39.0,86.0,11.0,77.0,600.0,2.4,1.7,2.0
24.0,30.0,8.0,50.0,400.0,1.3,2.4,1.0
16.0,19.0,7.0,39.0,400.0,1.6,1.3,1.0
15.0,15.0,11.0,42.0,500.0,-0.3,1.9,1.0
21.0,31.0,10.0,48.0,600.0,-0.3,1.7,1.0
20.0,49.0,12.0,64.0,700.0,1.2,1.5,1.0
31.0,49.0,24.0,52.0,1500.0,2.6,1.3,1.0
33.0,57.0,24.0,58.0,1500.0,2.1,1.6,1.0
40.0,56.0,29.0,43.0,1700.0,2.0,3.6,2.0
36.0,70.0,25.0,32.0,1300.0,3.4,3.1,2.0
35.0,55.0,23.0,28.0,1100.0,3.8,3.4,1.0
47.0,59.0,22.0,27.0,1100.0,4.9,2.7,2.0
57.0,69.0,20.0,25.0,900.0,5.5,3.0,3.0
56.0,75.0,18.0,23.0,900.0,6.4,2.0,3.0
56.0,73.0,17.0,29.0,1000.0,6.8,3.0,3.0
67.0,84.0,18.0,31.0,1100.0,7.1,2.4,3.0
68.0,90.0,17.0,29.0,1100.0,8.0,2.7,3.0
71.0,96.0,15.0,35.0,1200.0,8.9,2.0,3.0
70.0,111.0,14.0,37.0,1300.0,9.7,1.7,3.0
80.0,117.0,11.0,48.0,1400.0,10.4,1.8,3.0
59.0,59.0,6.0,41.0,800.0,10.9,1.1,3.0
51.0,206.0,3.0,30.0,500.0,7.6,1.5,2.0
144.0,507.0,2.0,8.0,100.0,-12.4,3.1,5.0
236.0,642.0,2.0,9.0,100.0,-11.1,4.6,5.0
309.0,827.0,2.0,9.0,100.0,-9.5,4.2,5.0
314.0,834.0,2.0,8.0,100.0,-9.1,2.3,5.0
210.0,575.0,2.0,7.0,100.0,-6.7,5.2,5.0
87.0,232.0,2.0,6.0,100.0,-5.1,3.3,3.0
42.0,98.0,2.0,8.0,100.0,-4.6,3.2,2.0
28.0,57.0,2.0,8.0,100.0,-3.9,3.2,1.0
20.0,58.0,2.0,13.0,200.0,-2.5,3.7,1.0
20.0,47.0,2.0,11.0,200.0,-1.9,3.6,1.0
22.0,34.0,2.0,10.0,200.0,-1.9,4.9,1.0
26.0,29.0,2.0,8.0,200.0,-2.5,4.7,1.0
41.0,41.0,2.0,9.0,200.0,-1.5,5.2,2.0
32.0,32.0,2.0,10.0,200.0,-1.9,3.2,1.0
23.0,23.0,2.0,11.0,200.0,-2.0,3.8,1.0
39.0,39.0,2.0,10.0,200.0,-3.4,4.1,2.0
5.0,25.0,2.0,15.0,200.0,-4.7,3.1,0.0
15.0,15.0,2.0,15.0,200.0,-4.1,2.2,1.0
13.0,15.0,2.0,17.0,200.0,-4.1,2.4,1.0
12.0,12.0,2.0,13.0,200.0,-5.5,3.4,1.0
8.0,13.0,2.0,17.0,300.0,-7.4,3.6,0.0
22.0,27.0,2.0,24.0,300.0,-8.1,3.0,1.0
10.0,28.0,2.0,32.0,300.0,-7.7,2.6,1.0
7.0,14.0,2.0,24.0,200.0,-9.1,2.5,0.0
13.0,23.0,2.0,21.0,200.0,-8.4,2.6,1.0
6.0,17.0,2.0,33.0,200.0,-8.9,1.8,0.0
11.0,37.0,2.0,32.0,200.0,-6.6,1.0,1.0
12.0,23.0,2.0,34.0,100.0,-8.4,1.9,1.0
9.0,21.0,2.0,43.0,200.0,-8.6,1.7,0.0
12.0,15.0,2.0,38.0,200.0,-8.3,1.7,1.0
11.0,37.0,2.0,49.0,200.0,-7.3,1.7,1.0
9.0,65.0,2.0,59.0,200.0,-6.8,1.5,1.0
14.0,26.0,3.0,52.0,300.0,-5.6,2.0,1.0
19.0,36.0,4.0,41.0,300.0,-4.3,1.6,1.0
15.0,30.0,5.0,25.0,300.0,-6.0,2.6,1.0
6.0,29.0,3.0,11.0,200.0,-8.1,2.1,0.0
6.0,20.0,2.0,7.0,200.0,-7.3,1.7,0.0
20.0,20.0,2.0,9.0,200.0,-9.3,1.7,1.0
8.0,8.0,2.0,11.0,200.0,-7.3,2.5,1.0
11.0,15.0,2.0,13.0,200.0,-6.9,2.0,1.0
39.0,39.0,2.0,14.0,200.0,-9.1,3.0,2.0
53.0,53.0,2.0,14.0,200.0,-7.5,2.7,2.0
37.0,44.0,2.0,13.0,200.0,-6.9,4.4,2.0
17.0,43.0,2.0,14.0,200.0,-7.3,2.5,1.0
20.0,47.0,2.0,16.0,200.0,-5.1,4.4,1.0
20.0,47.0,2.0,17.0,300.0,-4.3,2.4,1.0
34.0,50.0,4.0,27.0,300.0,-2.2,2.8,1.0
41.0,75.0,8.0,38.0,500.0,-1.2,2.0,2.0
43.0,71.0,12.0,46.0,700.0,-0.4,1.6,2.0
82.0,82.0,12.0,49.0,600.0,0.5,1.9,3.0
45.0,78.0,12.0,46.0,600.0,0.9,1.3,2.0
48.0,78.0,12.0,50.0,700.0,1.4,1.2,2.0
59.0,80.0,15.0,48.0,900.0,2.0,1.1,3.0
60.0,89.0,13.0,53.0,800.0,2.7,1.0,3.0
52.0,88.0,9.0,61.0,900.0,3.7,0.9,2.0
51.0,76.0,8.0,62.0,900.0,4.0,0.8,2.0
53.0,96.0,12.0,57.0,1100.0,5.0,1.0,2.0
78.0,99.0,15.0,55.0,1200.0,3.7,0.8,3.0
113.0,113.0,20.0,55.0,1100.0,4.7,1.2,3.0
88.0,100.0,24.0,56.0,1300.0,5.1,1.2,3.0
100.0,100.0,30.0,52.0,1100.0,4.9,3.1,3.0
74.0,92.0,27.0,21.0,700.0,6.5,3.4,3.0
70.0,76.0,26.0,17.0,700.0,7.6,4.0,3.0
59.0,68.0,19.0,11.0,600.0,8.1,3.1,3.0
46.0,88.0,14.0,11.0,600.0,8.7,3.9,2.0
51.0,94.0,16.0,10.0,700.0,9.3,3.3,2.0
76.0,90.0,25.0,15.0,700.0,8.8,3.6,3.0
66.0,79.0,21.0,14.0,800.0,8.1,3.8,3.0
48.0,63.0,13.0,12.0,600.0,7.8,4.2,2.0
41.0,91.0,10.0,13.0,500.0,8.5,4.0,2.0
32.0,56.0,10.0,12.0,400.0,8.5,3.2,1.0
71.0,71.0,7.0,15.0,400.0,8.2,3.6,3.0
34.0,55.0,5.0,16.0,400.0,8.5,3.2,1.0
28.0,50.0,6.0,16.0,400.0,8.6,2.4,1.0
28.0,46.0,5.0,17.0,400.0,8.5,1.9,1.0
32.0,38.0,5.0,16.0,400.0,8.3,1.3,1.0
32.0,42.0,5.0,17.0,500.0,8.6,0.8,1.0
36.0,38.0,5.0,18.0,500.0,7.9,1.1,2.0
36.0,39.0,5.0,20.0,500.0,8.4,0.5,2.0
39.0,52.0,4.0,30.0,500.0,8.9,0.8,2.0
49.0,64.0,6.0,53.0,700.0,9.3,1.1,2.0
63.0,63.0,8.0,52.0,800.0,9.1,1.3,3.0
67.0,107.0,9.0,41.0,600.0,9.3,1.0,3.0
52.0,72.0,10.0,31.0,500.0,8.8,1.7,2.0
51.0,67.0,10.0,27.0,500.0,9.3,1.7,2.0
43.0,91.0,10.0,19.0,600.0,9.7,2.9,2.0
111.0,111.0,6.0,15.0,500.0,9.7,2.8,3.0
33.0,64.0,2.0,14.0,400.0,11.0,3.7,1.0
29.0,59.0,2.0,12.0,400.0,11.6,2.6,1.0
24.0,24.0,2.0,10.0,400.0,11.0,2.9,1.0
24.0,24.0,3.0,13.0,400.0,10.2,2.0,1.0
34.0,34.0,3.0,19.0,400.0,10.4,2.4,1.0
26.0,38.0,3.0,26.0,500.0,9.7,1.7,1.0
28.0,46.0,2.0,35.0,600.0,10.2,1.0,1.0
34.0,44.0,2.0,46.0,700.0,10.5,0.4,1.0
35.0,42.0,2.0,52.0,800.0,10.5,0.7,1.0
31.0,49.0,2.0,56.0,800.0,10.6,0.7,1.0
36.0,37.0,2.0,62.0,1000.0,10.9,1.5,2.0
44.0,56.0,2.0,58.0,900.0,10.7,0.8,2.0
46.0,55.0,2.0,55.0,900.0,10.9,0.4,2.0
44.0,44.0,2.0,52.0,800.0,10.4,1.6,2.0
39.0,39.0,2.0,50.0,700.0,10.2,1.2,2.0
35.0,35.0,2.0,47.0,500.0,9.6,1.5,1.0
28.0,36.0,2.0,42.0,500.0,9.5,1.9,1.0
28.0,36.0,2.0,42.0,500.0,10.1,0.8,1.0
38.0,58.0,4.0,32.0,500.0,10.1,1.4,2.0
52.0,86.0,6.0,30.0,600.0,9.5,1.5,2.0
50.0,53.0,6.0,26.0,500.0,8.8,1.7,2.0
42.0,42.0,5.0,19.0,500.0,6.2,1.2,2.0
43.0,43.0,4.0,17.0,500.0,5.5,1.8,2.0
44.0,44.0,3.0,14.0,400.0,4.4,2.1,2.0
44.0,47.0,4.0,15.0,400.0,4.2,2.3,2.0
52.0,58.0,4.0,14.0,400.0,5.1,2.4,2.0
67.0,67.0,4.0,14.0,400.0,5.9,3.2,3.0
40.0,74.0,4.0,14.0,400.0,6.2,3.0,2.0
50.0,101.0,4.0,16.0,500.0,6.2,3.3,2.0
48.0,63.0,5.0,17.0,500.0,6.5,2.7,2.0
48.0,110.0,7.0,20.0,600.0,8.2,3.4,2.0
68.0,122.0,13.0,20.0,700.0,9.6,2.8,3.0
65.0,96.0,11.0,22.0,700.0,10.2,2.6,3.0
73.0,113.0,11.0,28.0,800.0,10.8,2.7,3.0
89.0,127.0,9.0,24.0,700.0,11.7,2.9,3.0
84.0,95.0,9.0,22.0,700.0,11.4,3.0,3.0
91.0,105.0,16.0,21.0,700.0,11.6,2.8,3.0
112.0,127.0,18.0,20.0,800.0,12.2,3.7,3.0
129.0,129.0,17.0,19.0,900.0,12.4,2.6,4.0
133.0,133.0,15.0,19.0,900.0,12.5,2.4,4.0
141.0,141.0,14.0,17.0,1000.0,12.6,3.6,4.0
140.0,140.0,13.0,21.0,900.0,12.9,2.7,4.0
141.0,141.0,13.0,24.0,900.0,12.8,2.6,4.0
143.0,143.0,14.0,24.0,1000.0,13.2,3.6,4.0
161.0,161.0,18.0,25.0,1100.0,13.8,2.4,4.0
169.0,169.0,18.0,23.0,1100.0,14.2,3.2,4.0
176.0,176.0,18.0,19.0,1100.0,14.3,3.2,4.0
187.0,187.0,20.0,16.0,1200.0,14.5,3.3,4.0
181.0,181.0,18.0,17.0,1200.0,14.8,2.4,4.0
178.0,178.0,16.0,18.0,1300.0,15.0,1.8,4.0
184.0,184.0,17.0,20.0,1300.0,15.0,2.4,4.0
173.0,173.0,20.0,20.0,1300.0,15.4,1.5,4.0
143.0,143.0,14.0,21.0,1100.0,16.0,1.5,4.0
141.0,141.0,11.0,28.0,1200.0,16.1,0.8,4.0
151.0,151.0,9.0,32.0,1500.0,16.7,0.8,4.0
186.0,186.0,10.0,47.0,1500.0,16.2,1.7,4.0
159.0,159.0,10.0,44.0,1400.0,15.9,1.7,4.0
152.0,181.0,8.0,38.0,1300.0,17.5,3.4,4.0
168.0,189.0,4.0,55.0,1400.0,17.7,1.3,4.0
200.0,200.0,3.0,47.0,1400.0,18.2,1.5,4.0
156.0,156.0,3.0,24.0,1100.0,15.8,3.3,4.0
38.0,38.0,3.0,10.0,300.0,12.3,3.6,2.0
8.0,8.0,2.0,7.0,200.0,11.5,3.0,0.0
13.0,13.0,3.0,8.0,200.0,10.7,2.5,1.0
9.0,40.0,2.0,8.0,300.0,12.1,1.6,0.0
16.0,16.0,2.0,18.0,300.0,12.8,0.8,1.0
3.0,5.0,2.0,17.0,300.0,12.0,1.3,0.0
33.0,33.0,3.0,20.0,300.0,8.2,3.1,1.0
16.0,16.0,3.0,8.0,200.0,4.1,4.2,1.0
16.0,16.0,3.0,13.0,300.0,3.6,3.2,1.0
19.0,19.0,3.0,11.0,300.0,0.3,4.9,1.0
21.0,21.0,2.0,7.0,200.0,-1.1,5.1,1.0
7.0,16.0,2.0,9.0,200.0,0.0,3.1,0.0
9.0,39.0,2.0,9.0,200.0,-1.2,3.5,0.0
5.0,5.0,2.0,8.0,100.0,-4.2,4.3,0.0
17.0,17.0,2.0,10.0,200.0,-3.9,3.5,1.0
10.0,16.0,3.0,13.0,200.0,-5.6,3.9,1.0
10.0,36.0,2.0,18.0,300.0,-5.6,2.2,1.0
26.0,52.0,2.0,30.0,400.0,0.1,0.6,1.0
11.0,77.0,2.0,47.0,500.0,1.6,0.5,1.0
22.0,126.0,3.0,63.0,800.0,2.6,0.0,1.0
31.0,118.0,3.0,60.0,800.0,4.6,0.4,1.0
40.0,46.0,5.0,56.0,1100.0,3.8,0.6,2.0
49.0,94.0,4.0,57.0,1300.0,5.0,1.4,2.0
39.0,39.0,3.0,57.0,900.0,5.2,1.2,2.0
27.0,27.0,2.0,58.0,500.0,4.5,1.3,1.0
7.0,52.0,2.0,54.0,500.0,5.0,0.3,0.0
34.0,42.0,2.0,50.0,500.0,4.8,0.4,1.0
17.0,41.0,2.0,47.0,400.0,6.0,1.4,1.0
23.0,39.0,2.0,31.0,300.0,4.9,1.2,1.0
26.0,64.0,3.0,31.0,400.0,5.2,1.2,1.0
28.0,47.0,3.0,31.0,400.0,3.0,1.0,1.0
34.0,77.0,3.0,52.0,600.0,3.8,2.0,1.0
28.0,28.0,4.0,45.0,500.0,0.3,4.3,1.0
27.0,29.0,4.0,14.0,200.0,-0.2,4.6,1.0
24.0,43.0,6.0,15.0,300.0,0.7,4.0,1.0
43.0,63.0,12.0,17.0,400.0,1.7,3.2,2.0
43.0,47.0,15.0,17.0,500.0,1.7,3.8,2.0
56.0,66.0,17.0,16.0,600.0,1.2,4.4,3.0
53.0,53.0,16.0,19.0,700.0,1.2,4.2,2.0
35.0,35.0,8.0,19.0,300.0,1.3,4.6,1.0
27.0,38.0,4.0,20.0,300.0,1.9,2.3,1.0
31.0,40.0,5.0,22.0,400.0,2.9,1.6,1.0
31.0,40.0,5.0,33.0,400.0,2.6,1.7,1.0
46.0,54.0,5.0,44.0,500.0,2.6,2.3,2.0
46.0,51.0,6.0,47.0,500.0,3.2,2.4,2.0
47.0,58.0,6.0,49.0,500.0,3.4,2.6,2.0
52.0,60.0,6.0,44.0,500.0,4.6,2.4,2.0
54.0,101.0,7.0,25.0,400.0,6.2,4.2,2.0
38.0,57.0,4.0,19.0,400.0,6.4,4.3,2.0
18.0,69.0,2.0,9.0,300.0,9.3,2.6,1.0
18.0,27.0,2.0,9.0,300.0,8.8,1.6,1.0
18.0,18.0,2.0,11.0,300.0,10.0,1.2,1.0
23.0,23.0,2.0,19.0,400.0,9.6,0.7,1.0
34.0,40.0,2.0,25.0,400.0,10.7,0.4,1.0
26.0,40.0,2.0,27.0,500.0,9.8,2.0,1.0
33.0,33.0,2.0,29.0,600.0,10.6,1.8,1.0
37.0,37.0,2.0,26.0,600.0,10.5,1.1,2.0
31.0,31.0,2.0,28.0,600.0,10.9,1.5,1.0
46.0,46.0,2.0,26.0,600.0,10.7,2.1,2.0
33.0,33.0,2.0,25.0,600.0,11.2,1.9,1.0
42.0,42.0,2.0,22.0,600.0,11.6,1.6,2.0
42.0,42.0,2.0,24.0,600.0,11.7,1.5,2.0
41.0,41.0,2.0,27.0,600.0,11.4,1.4,2.0
42.0,42.0,2.0,29.0,600.0,11.4,1.7,2.0
52.0,52.0,2.0,32.0,700.0,11.3,1.2,2.0
50.0,50.0,2.0,34.0,700.0,11.2,1.1,2.0
49.0,49.0,2.0,29.0,600.0,11.1,1.1,2.0
62.0,62.0,2.0,30.0,700.0,11.4,1.1,3.0
64.0,64.0,2.0,32.0,700.0,11.6,1.0,3.0
71.0,71.0,2.0,28.0,600.0,12.0,0.7,3.0
70.0,70.0,2.0,26.0,600.0,11.9,0.5,3.0
66.0,66.0,2.0,35.0,600.0,12.0,1.4,3.0
75.0,75.0,2.0,49.0,800.0,11.8,0.8,3.0
73.0,73.0,2.0,48.0,800.0,11.5,0.8,3.0
72.0,72.0,2.0,40.0,700.0,11.2,0.2,3.0
71.0,71.0,2.0,38.0,700.0,10.9,0.5,3.0
65.0,65.0,2.0,40.0,800.0,11.7,0.7,3.0
44.0,44.0,3.0,37.0,600.0,6.0,1.9,2.0
26.0,34.0,6.0,27.0,500.0,2.1,2.2,1.0
19.0,19.0,5.0,17.0,400.0,-3.9,2.3,1.0
12.0,12.0,4.0,13.0,300.0,-4.4,2.7,1.0
46.0,46.0,3.0,12.0,300.0,-6.3,2.9,2.0
15.0,15.0,2.0,13.0,200.0,-7.1,3.8,1.0
31.0,31.0,2.0,11.0,200.0,-7.2,3.6,1.0
31.0,15.0,2.0,11.0,200.0,-7.5,3.1,1.0
23.0,23.0,2.0,11.0,100.0,-4.7,2.3,1.0
3.0,5.0,2.0,12.0,200.0,-7.0,1.7,0.0
12.0,12.0,2.0,15.0,200.0,-6.6,1.3,1.0
3.0,15.0,2.0,16.0,200.0,1.9,0.4,0.0
13.0,86.0,2.0,45.0,400.0,1.7,0.2,1.0
28.0,108.0,2.0,65.0,800.0,3.0,0.5,1.0
41.0,63.0,4.0,69.0,1400.0,2.4,0.5,2.0
61.0,113.0,4.0,67.0,1500.0,3.2,1.0,3.0
53.0,53.0,3.0,78.0,900.0,3.1,1.2,2.0
27.0,33.0,4.0,75.0,500.0,-2.3,2.6,1.0
22.0,61.0,3.0,66.0,500.0,-0.6,1.0,1.0
22.0,56.0,3.0,60.0,500.0,3.3,0.6,1.0
37.0,69.0,3.0,53.0,600.0,4.6,0.6,2.0
33.0,82.0,4.0,49.0,800.0,5.2,0.3,1.0
36.0,88.0,4.0,42.0,800.0,6.1,0.7,2.0
37.0,63.0,5.0,46.0,700.0,6.1,1.0,2.0
42.0,59.0,5.0,49.0,700.0,6.3,1.1,2.0
24.0,39.0,5.0,46.0,700.0,4.6,1.0,1.0
34.0,38.0,5.0,49.0,600.0,1.8,1.3,1.0
32.0,43.0,3.0,56.0,700.0,3.2,2.3,1.0
30.0,30.0,3.0,38.0,400.0,1.6,2.9,1.0
17.0,17.0,3.0,16.0,200.0,-2.1,3.3,1.0
21.0,21.0,2.0,13.0,200.0,-1.7,3.1,1.0
15.0,15.0,3.0,15.0,200.0,-0.7,4.0,1.0
12.0,41.0,3.0,16.0,700.0,0.1,4.8,1.0
10.0,23.0,2.0,17.0,200.0,-0.4,4.8,1.0
20.0,34.0,3.0,19.0,200.0,0.0,5.2,1.0
20.0,42.0,4.0,24.0,300.0,-1.1,5.0,1.0
19.0,37.0,4.0,26.0,300.0,1.4,4.3,1.0
19.0,66.0,6.0,31.0,300.0,3.4,4.1,1.0
23.0,46.0,7.0,32.0,400.0,4.5,4.4,1.0
31.0,54.0,8.0,32.0,400.0,4.6,4.4,1.0
37.0,88.0,10.0,34.0,400.0,4.9,2.7,2.0
39.0,66.0,10.0,36.0,400.0,5.1,1.5,2.0
44.0,67.0,7.0,50.0,400.0,6.5,0.6,2.0
41.0,66.0,4.0,82.0,500.0,8.3,0.2,2.0
43.0,82.0,4.0,78.0,600.0,8.4,0.8,2.0
46.0,76.0,3.0,69.0,600.0,9.5,0.9,2.0
50.0,85.0,2.0,63.0,600.0,10.3,0.7,2.0
51.0,73.0,5.0,57.0,700.0,9.2,1.2,2.0
71.0,99.0,12.0,57.0,800.0,9.2,1.4,3.0
69.0,107.0,14.0,48.0,700.0,10.1,1.3,3.0
76.0,87.0,15.0,44.0,700.0,10.4,1.2,3.0
79.0,83.0,14.0,50.0,800.0,9.4,1.3,3.0
104.0,104.0,12.0,66.0,1000.0,9.3,2.3,3.0
116.0,116.0,17.0,57.0,900.0,10.5,2.6,3.0
89.0,89.0,21.0,19.0,700.0,10.7,2.8,3.0
73.0,86.0,18.0,16.0,600.0,6.9,3.4,3.0
74.0,74.0,15.0,16.0,600.0,4.8,4.0,3.0
65.0,65.0,15.0,16.0,600.0,4.2,4.8,3.0
58.0,73.0,15.0,19.0,700.0,8.1,4.1,3.0
75.0,153.0,19.0,19.0,1000.0,10.2,3.5,3.0
64.0,76.0,16.0,21.0,900.0,10.1,2.5,3.0
55.0,78.0,10.0,24.0,600.0,10.5,3.3,2.0
45.0,45.0,7.0,23.0,600.0,10.2,3.0,2.0
37.0,75.0,6.0,21.0,400.0,10.6,4.1,2.0
41.0,80.0,5.0,17.0,400.0,10.8,2.4,2.0
44.0,65.0,5.0,19.0,400.0,10.9,2.4,2.0
47.0,63.0,5.0,20.0,400.0,10.8,4.0,2.0
50.0,50.0,7.0,22.0,400.0,10.7,2.4,2.0
49.0,54.0,7.0,22.0,500.0,10.7,1.8,2.0
53.0,53.0,7.0,24.0,500.0,10.7,1.8,2.0
59.0,71.0,8.0,28.0,500.0,11.2,2.2,3.0
66.0,81.0,13.0,33.0,700.0,11.7,2.6,3.0
74.0,96.0,18.0,32.0,700.0,12.4,2.1,3.0
76.0,95.0,24.0,25.0,700.0,12.5,2.5,3.0
82.0,87.0,19.0,25.0,700.0,12.5,2.5,3.0
84.0,115.0,16.0,24.0,700.0,11.9,3.6,3.0
62.0,62.0,13.0,19.0,600.0,11.2,4.3,3.0
55.0,55.0,11.0,14.0,500.0,10.5,3.6,2.0
51.0,52.0,9.0,13.0,500.0,10.5,3.0,2.0
42.0,50.0,8.0,15.0,500.0,10.3,3.7,2.0
56.0,56.0,6.0,15.0,500.0,11.0,3.6,3.0
42.0,42.0,6.0,15.0,500.0,11.4,2.7,2.0
43.0,74.0,6.0,18.0,500.0,11.1,3.1,2.0
55.0,87.0,6.0,21.0,500.0,11.6,2.1,2.0
52.0,63.0,6.0,21.0,600.0,11.1,1.4,2.0
59.0,87.0,6.0,28.0,900.0,12.2,2.0,3.0
65.0,89.0,6.0,30.0,800.0,12.8,2.1,3.0
66.0,82.0,7.0,30.0,900.0,13.2,2.7,3.0
77.0,77.0,7.0,27.0,800.0,12.0,2.4,3.0
74.0,74.0,11.0,23.0,700.0,10.2,2.1,3.0
79.0,79.0,11.0,25.0,700.0,11.2,1.4,3.0
80.0,80.0,9.0,28.0,700.0,11.0,1.0,3.0
90.0,90.0,9.0,34.0,700.0,11.0,0.9,3.0
92.0,92.0,8.0,31.0,800.0,10.3,1.6,3.0
98.0,98.0,11.0,40.0,900.0,10.7,1.3,3.0
101.0,101.0,18.0,44.0,900.0,10.6,1.3,3.0
112.0,112.0,28.0,41.0,1000.0,11.2,1.4,3.0
114.0,129.0,28.0,34.0,1000.0,11.7,1.3,3.0
115.0,115.0,25.0,29.0,900.0,11.0,2.1,3.0
115.0,115.0,25.0,29.0,900.0,9.4,3.0,3.0
115.0,115.0,20.0,16.0,800.0,8.9,3.4,3.0
115.0,92.0,18.0,13.0,800.0,9.1,3.0,3.0
75.0,95.0,19.0,14.0,800.0,7.3,3.0,3.0
65.0,79.0,17.0,15.0,700.0,7.8,2.7,3.0
60.0,77.0,13.0,16.0,700.0,7.5,1.8,3.0
55.0,66.0,11.0,16.0,600.0,7.5,2.2,2.0
60.0,76.0,11.0,21.0,700.0,6.5,2.3,3.0
62.0,89.0,11.0,26.0,700.0,7.4,2.2,3.0
65.0,93.0,11.0,27.0,800.0,8.8,2.2,3.0
70.0,111.0,11.0,35.0,900.0,9.2,2.3,3.0
85.0,110.0,20.0,38.0,1100.0,8.8,1.6,3.0
82.0,82.0,29.0,26.0,1300.0,7.1,2.2,3.0
72.0,72.0,24.0,30.0,1400.0,7.2,1.3,3.0
63.0,63.0,18.0,39.0,1200.0,9.8,1.2,3.0
64.0,78.0,15.0,39.0,900.0,10.4,1.0,3.0
116.0,130.0,14.0,72.0,1300.0,10.2,1.0,3.0
114.0,114.0,15.0,45.0,1000.0,10.6,1.1,3.0
103.0,103.0,15.0,34.0,900.0,11.0,0.9,3.0
104.0,104.0,15.0,31.0,900.0,11.2,1.0,3.0
105.0,105.0,20.0,37.0,1100.0,10.5,1.3,3.0
109.0,109.0,29.0,37.0,1400.0,10.6,1.4,3.0
120.0,120.0,37.0,51.0,1700.0,10.7,2.2,3.0
122.0,122.0,40.0,43.0,1800.0,11.0,1.5,3.0
111.0,111.0,41.0,36.0,1700.0,10.8,2.0,3.0
105.0,105.0,35.0,32.0,1500.0,10.1,2.1,3.0
95.0,95.0,32.0,27.0,1500.0,8.3,2.6,3.0
94.0,94.0,27.0,23.0,1200.0,8.2,2.4,3.0
